ASV_original,ASV_updated,ASV_genus,ASV_species,ASV_culture,ASV_seqrun,Culture_collection,ASV_ID,SSU_kingdom,SSU_phylum,SSU_class,SSU_order,SSU_family,SSU_genus,SSU_species,SSU_Consensus,ITS_kingdom,ITS_phylum,ITS_class,ITS_order,ITS_family,ITS_genus,ITS_species,ITS_Consensus,fg_confidence,ft_primary_lifestyle,ft_secondary_lifestyle,LSU_phylum,LSU_family,LSU_genus,SSU_primer_success,ITS_primer_success,LSU_primer_align_success,method_LSU
Glomus_chinense_P2-bc1088-1329-s706_STFP_ASV2340,Glomus_chinense_P2-bc1088-1329-s706_STFP_ASV2340_CCAMF,Glomus,chinense,P2-bc1088-1329-s706,STFP,CCAMF,ASV2340,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,0.9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Microdominikia_litorea_P2-bc1092-1550-s107_STFP_ASV2413,Microdominikia_litorea_P2-bc1092-1550-s107_STFP_ASV2413_CCAMF,Microdominikia,litorea,P2-bc1092-1550-s107,STFP,CCAMF,ASV2413,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00222,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,NA,0.8,Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Dominikiaceae,NA,yes,yes,yes,primer
Microdominikia_litorea_P2-bc1092-1550-s228_STFP_ASV2414,Microdominikia_litorea_P2-bc1092-1550-s228_STFP_ASV2414_CCAMF,Microdominikia,litorea,P2-bc1092-1550-s228,STFP,CCAMF,ASV2414,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00222,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,NA,0.7,Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Dominikiaceae,NA,yes,yes,yes,primer
Microdominikia_litorea_P2-bc1092-1550-s28_STFP_ASV2416,Microdominikia_litorea_P2-bc1092-1550-s28_STFP_ASV2416_CCAMF,Microdominikia,litorea,P2-bc1092-1550-s28,STFP,CCAMF,ASV2416,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00222,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,NA,0.7,Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Dominikiaceae,NA,yes,yes,yes,primer
Microdominikia_litorea_P2-bc1092-1550-s302_STFP_ASV2412,Microdominikia_litorea_P2-bc1092-1550-s302_STFP_ASV2412_CCAMF,Microdominikia,litorea,P2-bc1092-1550-s302,STFP,CCAMF,ASV2412,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00222,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,NA,0.8,Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Dominikiaceae,NA,yes,yes,yes,primer
Microdominikia_litorea_P2-bc1092-1550-s31_STFP_ASV2411,Microdominikia_litorea_P2-bc1092-1550-s31_STFP_ASV2411_CCAMF,Microdominikia,litorea,P2-bc1092-1550-s31,STFP,CCAMF,ASV2411,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00125,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,NA,0.6,Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Dominikiaceae,NA,yes,yes,yes,primer
Microdominikia_litorea_P2-bc1092-1550-s333_STFP_ASV2410,Microdominikia_litorea_P2-bc1092-1550-s333_STFP_ASV2410_CCAMF,Microdominikia,litorea,P2-bc1092-1550-s333,STFP,CCAMF,ASV2410,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00222,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,1,Highly|_Probable,NA,NA,Glomeromycota,Dominikiaceae,NA,yes,yes,yes,primer
Microdominikia_litorea_P2-bc1092-1550-s67_STFP_ASV2415,Microdominikia_litorea_P2-bc1092-1550-s67_STFP_ASV2415_CCAMF,Microdominikia,litorea,P2-bc1092-1550-s67,STFP,CCAMF,ASV2415,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00222,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,NA,0.8,Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Dominikiaceae,NA,yes,yes,yes,primer
Microdominikia_litorea_P2-bc1093-1557-2_STFP_ASV2421,Microdominikia_litorea_P2-bc1093-1557-2_STFP_ASV2421_CCAMF,Microdominikia,litorea,P2-bc1093-1557-2,STFP,CCAMF,ASV2421,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00222,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,1,Highly|_Probable,NA,NA,Glomeromycota,Dominikiaceae,NA,yes,yes,yes,primer
Microdominikia_litorea_P2-bc1093-1557-s13_STFP_ASV2419,Microdominikia_litorea_P2-bc1093-1557-s13_STFP_ASV2419_CCAMF,Microdominikia,litorea,P2-bc1093-1557-s13,STFP,CCAMF,ASV2419,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00125,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,1,Highly|_Probable,NA,NA,Glomeromycota,Dominikiaceae,NA,yes,yes,yes,primer
Microdominikia_litorea_P2-bc1093-1557-s34_STFP_ASV2420,Microdominikia_litorea_P2-bc1093-1557-s34_STFP_ASV2420_CCAMF,Microdominikia,litorea,P2-bc1093-1557-s34,STFP,CCAMF,ASV2420,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00222,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,1,Highly|_Probable,NA,NA,Glomeromycota,Dominikiaceae,NA,yes,yes,yes,primer
Microdominikia_litorea_P2-bc1093-1557-s35_STFP_ASV2418,Microdominikia_litorea_P2-bc1093-1557-s35_STFP_ASV2418_CCAMF,Microdominikia,litorea,P2-bc1093-1557-s35,STFP,CCAMF,ASV2418,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00125,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,1,Highly|_Probable,NA,NA,Glomeromycota,Dominikiaceae,NA,yes,yes,yes,primer
Microdominikia_litorea_P2-bc1093-1557-s37_STFP_ASV2417,Microdominikia_litorea_P2-bc1093-1557-s37_STFP_ASV2417_CCAMF,Microdominikia,litorea,P2-bc1093-1557-s37,STFP,CCAMF,ASV2417,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00125,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,NA,0.7,Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Dominikiaceae,NA,yes,yes,yes,primer
Dominikia_bonfanteae_P2-bc1095-754-s1072_STFP_ASV2404,Dominikia_bonfanteae_P2-bc1095-754-s1072_STFP_ASV2404_CCAMF,Dominikia,bonfanteae,P2-bc1095-754-s1072,STFP,CCAMF,ASV2404,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00143,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,1,Highly|_Probable,NA,NA,Glomeromycota,Dominikiaceae,Dominikia,yes,yes,yes,primer
Dominikia_bonfanteae_P2-bc1095-754-s155_STFP_ASV2406,Dominikia_bonfanteae_P2-bc1095-754-s155_STFP_ASV2406_CCAMF,Dominikia,bonfanteae,P2-bc1095-754-s155,STFP,CCAMF,ASV2406,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00143,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,1,Highly|_Probable,NA,NA,Glomeromycota,Dominikiaceae,Dominikia,yes,yes,yes,primer
Dominikia_bonfanteae_P2-bc1095-754-s274_STFP_ASV2405,Dominikia_bonfanteae_P2-bc1095-754-s274_STFP_ASV2405_CCAMF,Dominikia,bonfanteae,P2-bc1095-754-s274,STFP,CCAMF,ASV2405,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00143,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,1,Highly|_Probable,NA,NA,Glomeromycota,Dominikiaceae,Dominikia,yes,yes,yes,primer
Dominikia_bonfanteae_P2-bc1096-1522-s217_STFP_ASV2407,Dominikia_duoreactiva_P3-bc1062-1141-s21_STFP_ASV2407_CCAMF,Dominikia,bonfanteae,P2-bc1096-1522-s217,STFP,CCAMF,ASV2407,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00143,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,sp,0.7,Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Dominikiaceae,Dominikia,yes,yes,yes,primer
Dominikia_bonfanteae_P2-bc1096-1522-s46_STFP_ASV2408,Dominikia_bonfanteae_P2-bc1096-1522-s46_STFP_ASV2408_CCAMF,Dominikia,bonfanteae,P2-bc1096-1522-s46,STFP,CCAMF,ASV2408,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00143,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,sp,0.7,Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Dominikiaceae,Dominikia,yes,yes,yes,primer
Dominikia_bonfanteae_P2-bc1096-1522-s69_STFP_ASV2409,Dominikia_bonfanteae_P2-bc1096-1522-s69_STFP_ASV2409_CCAMF,Dominikia,bonfanteae,P2-bc1096-1522-s69,STFP,CCAMF,ASV2409,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00143,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,sp,0.7,Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Dominikiaceae,Dominikia,yes,yes,yes,primer
Rhizophagus_intraradices_P3-bc1004-23-s60_STFP_ASV2488,Rhizophagus_intraradices_P3-bc1004-23-s60_STFP_ASV2488_CCAMF,Rhizophagus,intraradices,P3-bc1004-23-s60,STFP,CCAMF,ASV2488,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00100,0.9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizoglomus,intraradices,0.8,Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_sp._P3-bc1005-74-s151_STFP_ASV2042,Rhizophagus_sp._P3-bc1005-74-s151_STFP_ASV2042_CCAMF,Rhizophagus,sp.,P3-bc1005-74-s151,STFP,CCAMF,ASV2042,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00248,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.9,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_sp._P3-bc1005-74-s30_STFP_ASV2095,Rhizophagus_sp._P3-bc1005-74-s30_STFP_ASV2095_CCAMF,Rhizophagus,sp.,P3-bc1005-74-s30,STFP,CCAMF,ASV2095,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00248,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.9,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_sp._P3-bc1005-74-s33_STFP_ASV2110,Rhizophagus_sp._P3-bc1005-74-s33_STFP_ASV2110_CCAMF,Rhizophagus,sp.,P3-bc1005-74-s33,STFP,CCAMF,ASV2110,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00248,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.9,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Gigaspora_rosea_P3-bc1021-694-s22_STFP_ASV2009,Gigaspora_rosea_P3-bc1021-694-s22_STFP_ASV2009_CCAMF,Gigaspora,rosea,P3-bc1021-694-s22,STFP,CCAMF,ASV2009,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,VTX00039,1,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Gigaspora,yes,yes,yes,primer
Glomus_macrocarpum_P3-bc1031-1214-s13_STFP_ASV2012,Glomus_macrocarpum_P3-bc1031-1214-s13_STFP_ASV2012_CCAMF,Glomus,macrocarpum,P3-bc1031-1214-s13,STFP,CCAMF,ASV2012,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_macrocarpum_P3-bc1031-1214-s38_STFP_ASV2356,Glomus_macrocarpum_P3-bc1031-1214-s38_STFP_ASV2356_CCAMF,Glomus,macrocarpum,P3-bc1031-1214-s38,STFP,CCAMF,ASV2356,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,macrocarpum,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1033-65-s103_STFP_ASV2072,Glomus_rugosae_P3-bc1033-65-s103_STFP_ASV2072_CCAMF,Glomus,rugosae,P3-bc1033-65-s103,STFP,CCAMF,ASV2072,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,macrocarpum,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1033-65-s155_STFP_ASV2087,Glomus_rugosae_P3-bc1033-65-s155_STFP_ASV2087_CCAMF,Glomus,rugosae,P3-bc1033-65-s155,STFP,CCAMF,ASV2087,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,sp,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_rugosae_P3-bc1033-65-s40_STFP_ASV2068,Glomus_rugosae_P3-bc1033-65-s40_STFP_ASV2068_CCAMF,Glomus,rugosae,P3-bc1033-65-s40,STFP,CCAMF,ASV2068,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_chinense_P3-bc1037-733-s1196_STFP_ASV2053,Glomus_chinense_P3-bc1037-733-s1196_STFP_ASV2053_CCAMF,Glomus,chinense,P3-bc1037-733-s1196,STFP,CCAMF,ASV2053,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,0.9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_chinense_P3-bc1037-733-s37_STFP_ASV2335,Glomus_chinense_P3-bc1037-733-s37_STFP_ASV2335_CCAMF,Glomus,chinense,P3-bc1037-733-s37,STFP,CCAMF,ASV2335,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,0.9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Glomus_chinense_P3-bc1037-733-s65_STFP_ASV2334,Glomus_chinense_P3-bc1037-733-s65_STFP_ASV2334_CCAMF,Glomus,chinense,P3-bc1037-733-s65,STFP,CCAMF,ASV2334,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00199,0.9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Glomeraceae,Glomus,yes,yes,yes,primer
Paraglomus_brasilianum_P3-bc1043-1464-s190_STFP_ASV2672,Paraglomus_brasilianum_P3-bc1043-1464-s190_STFP_ASV2672_CCAMF,Paraglomus,brasilianum,P3-bc1043-1464-s190,STFP,CCAMF,ASV2672,Fungi,Mucoromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,VTX00281,1,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Paraglomeraceae,Paraglomus,yes,yes,yes,primer
Paraglomus_brasilianum_P3-bc1043-1464-s53_STFP_ASV2674,Paraglomus_brasilianum_P3-bc1043-1464-s53_STFP_ASV2674_CCAMF,Paraglomus,brasilianum,P3-bc1043-1464-s53,STFP,CCAMF,ASV2674,Fungi,Mucoromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,VTX00281,1,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,NA,NA,NA,1,Highly|_Probable,NA,NA,Glomeromycota,Paraglomeraceae,Paraglomus,yes,yes,yes,primer
Paraglomus_brasilianum_P3-bc1043-1464-s54_STFP_ASV2673,Paraglomus_brasilianum_P3-bc1043-1464-s54_STFP_ASV2673_CCAMF,Paraglomus,brasilianum,P3-bc1043-1464-s54,STFP,CCAMF,ASV2673,Fungi,Mucoromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,VTX00281,1,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Paraglomeraceae,Paraglomus,yes,yes,yes,primer
Diversispora_varaderana_P3-bc1055-692-s533_STFP_ASV2039,Diversispora_varaderana_P3-bc1055-692-s533_STFP_ASV2039_CCAMF,Diversispora,varaderana,P3-bc1055-692-s533,STFP,CCAMF,ASV2039,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00062,0.9,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Septoglomus_sp._P3-bc1056-1387-s156_STFP_ASV2304,Septoglomus_sp._P3-bc1056-1387-s156_STFP_ASV2304_CCAMF,Septoglomus,sp.,P3-bc1056-1387-s156,STFP,CCAMF,ASV2304,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00064,0.9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,NA,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
Septoglomus_sp._P3-bc1056-1387-s1715_STFP_ASV2303,Septoglomus_sp._P3-bc1056-1387-s1715_STFP_ASV2303_CCAMF,Septoglomus,sp.,P3-bc1056-1387-s1715,STFP,CCAMF,ASV2303,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00064,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,NA,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
Septoglomus_sp._P3-bc1056-1387-s184_STFP_ASV2308,Septoglomus_sp._P3-bc1056-1387-s184_STFP_ASV2308_CCAMF,Septoglomus,sp.,P3-bc1056-1387-s184,STFP,CCAMF,ASV2308,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00064,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.6,Highly|_Probable,NA,NA,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
Septoglomus_sp._P3-bc1056-1387-s37_STFP_ASV2305,Septoglomus_sp._P3-bc1056-1387-s37_STFP_ASV2305_CCAMF,Septoglomus,sp.,P3-bc1056-1387-s37,STFP,CCAMF,ASV2305,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00064,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,NA,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
Septoglomus_sp._P3-bc1056-1387-s56_STFP_ASV2309,Septoglomus_sp._P3-bc1056-1387-s56_STFP_ASV2309_CCAMF,Septoglomus,sp.,P3-bc1056-1387-s56,STFP,CCAMF,ASV2309,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00064,0.9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.6,Highly|_Probable,NA,NA,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
Diversispora_epigaea_P3-bc1057-1525-2_STFP_ASV2561,Diversispora_epigaea_P3-bc1057-1525-2_STFP_ASV2561_CCAMF,Diversispora,epigaea,P3-bc1057-1525-2,STFP,CCAMF,ASV2561,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00061,1,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,epigaea,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_epigaea_P3-bc1057-1525-s109_STFP_ASV2558,Diversispora_epigaea_P3-bc1057-1525-s109_STFP_ASV2558_CCAMF,Diversispora,epigaea,P3-bc1057-1525-s109,STFP,CCAMF,ASV2558,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00061,1,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,epigaea,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_epigaea_P3-bc1057-1525-s186_STFP_ASV2557,Diversispora_epigaea_P3-bc1057-1525-s186_STFP_ASV2557_CCAMF,Diversispora,epigaea,P3-bc1057-1525-s186,STFP,CCAMF,ASV2557,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00061,1,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,epigaea,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_epigaea_P3-bc1057-1525-s27_STFP_ASV2560,Diversispora_epigaea_P3-bc1057-1525-s27_STFP_ASV2560_CCAMF,Diversispora,epigaea,P3-bc1057-1525-s27,STFP,CCAMF,ASV2560,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00061,1,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,epigaea,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_epigaea_P3-bc1057-1525-s28_STFP_ASV2559,Diversispora_epigaea_P3-bc1057-1525-s28_STFP_ASV2559_CCAMF,Diversispora,epigaea,P3-bc1057-1525-s28,STFP,CCAMF,ASV2559,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00061,1,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,epigaea,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_epigaea_P3-bc1057-1525-s83_STFP_ASV2556,Diversispora_epigaea_P3-bc1057-1525-s83_STFP_ASV2556_CCAMF,Diversispora,epigaea,P3-bc1057-1525-s83,STFP,CCAMF,ASV2556,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00061,1,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,epigaea,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_epigaea_P3-bc1057-1525-s94_STFP_ASV2553,Diversispora_epigaea_P3-bc1057-1525-s94_STFP_ASV2553_CCAMF,Diversispora,epigaea,P3-bc1057-1525-s94,STFP,CCAMF,ASV2553,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00061,0.9,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,epigaea,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_epigaea_P3-bc1057-1525-s98_STFP_ASV2563,Diversispora_epigaea_P3-bc1057-1525-s98_STFP_ASV2563_CCAMF,Diversispora,epigaea,P3-bc1057-1525-s98,STFP,CCAMF,ASV2563,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00061,0.8,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,epigaea,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_spurca_P3-bc1059-1392-s40_STFP_ASV2600,Diversispora_spurca_P3-bc1059-1392-s40_STFP_ASV2600_CCAMF,Diversispora,spurca,P3-bc1059-1392-s40,STFP,CCAMF,ASV2600,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,1,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
