ASV_original,ASV_updated,ASV_genus,ASV_species,ASV_culture,ASV_seqrun,Culture_collection,ASV_ID,SSU_kingdom,SSU_phylum,SSU_class,SSU_order,SSU_family,SSU_genus,SSU_species,SSU_Consensus,ITS_kingdom,ITS_phylum,ITS_class,ITS_order,ITS_family,ITS_genus,ITS_species,ITS_Consensus,fg_confidence,ft_primary_lifestyle,ft_secondary_lifestyle,LSU_phylum,LSU_family,LSU_genus,SSU_primer_success,ITS_primer_success,LSU_primer_align_success,method_LSU
Funneliformis_mosseae_P4-bc1031-242-s21094_STFP_ASV2226,Funneliformis_mosseae_P4-bc1031-242-s21094_STFP_ASV2226_CCAMF,Funneliformis,mosseae,P4-bc1031-242-s21094,STFP,CCAMF,ASV2226,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1031-242-s3231_STFP_ASV2031,Funneliformis_mosseae_P4-bc1031-242-s3231_STFP_ASV2031_CCAMF,Funneliformis,mosseae,P4-bc1031-242-s3231,STFP,CCAMF,ASV2031,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1031-242-s636_STFP_ASV2073,Funneliformis_mosseae_P4-bc1031-242-s636_STFP_ASV2073_CCAMF,Funneliformis,mosseae,P4-bc1031-242-s636,STFP,CCAMF,ASV2073,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1031-242-s655_STFP_ASV2224,Funneliformis_mosseae_P4-bc1031-242-s655_STFP_ASV2224_CCAMF,Funneliformis,mosseae,P4-bc1031-242-s655,STFP,CCAMF,ASV2224,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1031-242-s844_STFP_ASV2227,Funneliformis_mosseae_P4-bc1031-242-s844_STFP_ASV2227_CCAMF,Funneliformis,mosseae,P4-bc1031-242-s844,STFP,CCAMF,ASV2227,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1031-242-s944_STFP_ASV2230,Funneliformis_mosseae_P4-bc1031-242-s944_STFP_ASV2230_CCAMF,Funneliformis,mosseae,P4-bc1031-242-s944,STFP,CCAMF,ASV2230,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1032-CH-s117_STFP_ASV2266,Funneliformis_mosseae_P4-bc1032-CH-s117_STFP_ASV2266_CCAMF,Funneliformis,mosseae,P4-bc1032-CH-s117,STFP,CCAMF,ASV2266,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1032-CH-s122_STFP_ASV2251,Funneliformis_mosseae_P4-bc1032-CH-s122_STFP_ASV2251_CCAMF,Funneliformis,mosseae,P4-bc1032-CH-s122,STFP,CCAMF,ASV2251,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1032-CH-s170_STFP_ASV2249,Funneliformis_mosseae_P4-bc1032-CH-s170_STFP_ASV2249_CCAMF,Funneliformis,mosseae,P4-bc1032-CH-s170,STFP,CCAMF,ASV2249,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1032-CH-s205_STFP_ASV2241,Funneliformis_mosseae_P4-bc1032-CH-s205_STFP_ASV2241_CCAMF,Funneliformis,mosseae,P4-bc1032-CH-s205,STFP,CCAMF,ASV2241,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1032-CH-s418_STFP_ASV2243,Funneliformis_mosseae_P4-bc1032-CH-s418_STFP_ASV2243_CCAMF,Funneliformis,mosseae,P4-bc1032-CH-s418,STFP,CCAMF,ASV2243,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,sp,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1032-CH-s477_STFP_ASV2242,Funneliformis_mosseae_P4-bc1032-CH-s477_STFP_ASV2242_CCAMF,Funneliformis,mosseae,P4-bc1032-CH-s477,STFP,CCAMF,ASV2242,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1032-CH-s89_STFP_ASV2252,Funneliformis_mosseae_P4-bc1032-CH-s89_STFP_ASV2252_CCAMF,Funneliformis,mosseae,P4-bc1032-CH-s89,STFP,CCAMF,ASV2252,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Funneliformis_mosseae_P4-bc1032-CH-s96_STFP_ASV2250,Funneliformis_mosseae_P4-bc1032-CH-s96_STFP_ASV2250_CCAMF,Funneliformis,mosseae,P4-bc1032-CH-s96,STFP,CCAMF,ASV2250,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00067,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,mosseae,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Funneliformis,yes,yes,yes,primer
Septoglomus_viscosum_P4-bc1036-514-s1456_STFP_ASV2284,Septoglomus_viscosum_P4-bc1036-514-s1456_STFP_ASV2284_CCAMF,Septoglomus,viscosum,P4-bc1036-514-s1456,STFP,CCAMF,ASV2284,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00063,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,NA,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
Septoglomus_viscosum_P4-bc1036-514-s2579_STFP_ASV2283,Septoglomus_viscosum_P4-bc1036-514-s2579_STFP_ASV2283_CCAMF,Septoglomus,viscosum,P4-bc1036-514-s2579,STFP,CCAMF,ASV2283,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00063,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,NA,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
Septoglomus_viscosum_P4-bc1036-514-s837_STFP_ASV2285,Septoglomus_viscosum_P4-bc1036-514-s837_STFP_ASV2285_CCAMF,Septoglomus,viscosum,P4-bc1036-514-s837,STFP,CCAMF,ASV2285,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00063,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,NA,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
Rhizophagus_irregularis_P4-bc1038-25-s1063_STFP_ASV2006,Rhizophagus_irregularis_P4-bc1038-25-s1063_STFP_ASV2006_CCAMF,Rhizophagus,irregularis,P4-bc1038-25-s1063,STFP,CCAMF,ASV2006,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00114,0.8,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.7,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P4-bc1038-25-s115_STFP_ASV2431,Rhizophagus_irregularis_P4-bc1038-25-s115_STFP_ASV2431_CCAMF,Rhizophagus,irregularis,P4-bc1038-25-s115,STFP,CCAMF,ASV2431,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00114,0.8,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,irregularis,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P4-bc1038-25-s172_STFP_ASV2093,Rhizophagus_irregularis_P4-bc1038-25-s172_STFP_ASV2093_CCAMF,Rhizophagus,irregularis,P4-bc1038-25-s172,STFP,CCAMF,ASV2093,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00114,0.8,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P4-bc1038-25-s186_STFP_ASV2000,Rhizophagus_irregularis_P4-bc1038-25-s186_STFP_ASV2000_CCAMF,Rhizophagus,irregularis,P4-bc1038-25-s186,STFP,CCAMF,ASV2000,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00114,0.8,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,irregularis,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P4-bc1038-25-s294_STFP_ASV2047,Rhizophagus_irregularis_P4-bc1038-25-s294_STFP_ASV2047_CCAMF,Rhizophagus,irregularis,P4-bc1038-25-s294,STFP,CCAMF,ASV2047,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00114,0.8,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.7,Highly|_Probable,NA,NA,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Rhizophagus_irregularis_P4-bc1038-25-s96_STFP_ASV2432,Rhizophagus_irregularis_P4-bc1038-25-s96_STFP_ASV2432_CCAMF,Rhizophagus,irregularis,P4-bc1038-25-s96,STFP,CCAMF,ASV2432,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00114,0.8,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,irregularis,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Sclerocystaceae_Kamienskiaceae,Rhizophagus,yes,yes,yes,primer
Cetraspora_gilmorei_P4-bc1040-1065-s1069_STFP_ASV2623,Cetraspora_gilmorei_P4-bc1040-1065-s1069_STFP_ASV2623_CCAMF,Cetraspora,gilmorei,P4-bc1040-1065-s1069,STFP,CCAMF,ASV2623,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.8,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Racocetraceae,Cetraspora,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Cetraspora,yes,yes,yes,primer
Cetraspora_gilmorei_P4-bc1040-1065-s1255_STFP_ASV2089,Cetraspora_gilmorei_P4-bc1040-1065-s1255_STFP_ASV2089_CCAMF,Cetraspora,gilmorei,P4-bc1040-1065-s1255,STFP,CCAMF,ASV2089,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.8,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Racocetraceae,Cetraspora,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Cetraspora,yes,yes,yes,primer
Cetraspora_gilmorei_P4-bc1040-1065-s1914_STFP_ASV2043,Cetraspora_gilmorei_P4-bc1040-1065-s1914_STFP_ASV2043_CCAMF,Cetraspora,gilmorei,P4-bc1040-1065-s1914,STFP,CCAMF,ASV2043,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.8,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Racocetraceae,Cetraspora,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Cetraspora,yes,yes,yes,primer
Cetraspora_gilmorei_P4-bc1040-1065-s244_STFP_ASV2622,Cetraspora_gilmorei_P4-bc1040-1065-s244_STFP_ASV2622_CCAMF,Cetraspora,gilmorei,P4-bc1040-1065-s244,STFP,CCAMF,ASV2622,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.8,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Racocetraceae,Cetraspora,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Cetraspora,yes,yes,yes,primer
Cetraspora_gilmorei_P4-bc1040-1065-s3043_STFP_ASV2066,Cetraspora_gilmorei_P4-bc1040-1065-s3043_STFP_ASV2066_CCAMF,Cetraspora,gilmorei,P4-bc1040-1065-s3043,STFP,CCAMF,ASV2066,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.8,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Racocetraceae,Cetraspora,NA,1,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Cetraspora,yes,yes,yes,primer
Cetraspora_gilmorei_P4-bc1040-1065-s353_STFP_ASV2002,Cetraspora_gilmorei_P4-bc1040-1065-s353_STFP_ASV2002_CCAMF,Cetraspora,gilmorei,P4-bc1040-1065-s353,STFP,CCAMF,ASV2002,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.8,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Racocetraceae,Cetraspora,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Cetraspora,yes,yes,yes,primer
Cetraspora_gilmorei_P4-bc1040-1065-s3836_STFP_ASV2075,Cetraspora_gilmorei_P4-bc1040-1065-s3836_STFP_ASV2075_CCAMF,Cetraspora,gilmorei,P4-bc1040-1065-s3836,STFP,CCAMF,ASV2075,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.8,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Racocetraceae,Cetraspora,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Cetraspora,yes,yes,yes,primer
Cetraspora_gilmorei_P4-bc1040-1065-s3941_STFP_ASV2033,Cetraspora_gilmorei_P4-bc1040-1065-s3941_STFP_ASV2033_CCAMF,Cetraspora,gilmorei,P4-bc1040-1065-s3941,STFP,CCAMF,ASV2033,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.8,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Racocetraceae,Cetraspora,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Cetraspora,yes,yes,yes,primer
Cetraspora_gilmorei_P4-bc1040-1065-s936_STFP_ASV2055,Cetraspora_gilmorei_P4-bc1040-1065-s936_STFP_ASV2055_CCAMF,Cetraspora,gilmorei,P4-bc1040-1065-s936,STFP,CCAMF,ASV2055,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,VTX00041,0.8,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Racocetraceae,Cetraspora,NA,0.9,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Gigasporaceae,Cetraspora,yes,yes,yes,primer
Diversispora_aestuarii_P4-bc1041-1202-s13_STFP_ASV2585,Diversispora_aestuarii_P4-bc1041-1202-s13_STFP_ASV2585_CCAMF,Diversispora,aestuarii,P4-bc1041-1202-s13,STFP,CCAMF,ASV2585,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00062,0.9,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_aestuarii_P4-bc1041-1202-s21_STFP_ASV2587,Diversispora_aestuarii_P4-bc1041-1202-s21_STFP_ASV2587_CCAMF,Diversispora,aestuarii,P4-bc1041-1202-s21,STFP,CCAMF,ASV2587,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00062,0.9,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Diversispora_aestuarii_P4-bc1041-1202-s2831_STFP_ASV2064,Diversispora_aestuarii_P4-bc1041-1202-s2831_STFP_ASV2064_CCAMF,Diversispora,aestuarii,P4-bc1041-1202-s2831,STFP,CCAMF,ASV2064,Fungi,Mucoromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,VTX00062,0.9,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp,0.7,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Diversisporaceae,Diversispora,yes,yes,yes,primer
Septoglomus_sp._P4-bc1042-1197-s100_STFP_ASV2314,Septoglomus_sp._P4-bc1042-1197-s100_STFP_ASV2314_CCAMF,Septoglomus,sp.,P4-bc1042-1197-s100,STFP,CCAMF,ASV2314,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00064,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,NA,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
Septoglomus_sp._P4-bc1042-1197-s11593_STFP_ASV2310,Septoglomus_sp._P4-bc1042-1197-s11593_STFP_ASV2310_CCAMF,Septoglomus,sp.,P4-bc1042-1197-s11593,STFP,CCAMF,ASV2310,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00064,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,NA,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
Septoglomus_sp._P4-bc1042-1197-s158_STFP_ASV2313,Septoglomus_sp._P4-bc1042-1197-s158_STFP_ASV2313_CCAMF,Septoglomus,sp.,P4-bc1042-1197-s158,STFP,CCAMF,ASV2313,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00064,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,NA,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
Septoglomus_sp._P4-bc1042-1197-s77_STFP_ASV2311,Septoglomus_sp._P4-bc1042-1197-s77_STFP_ASV2311_CCAMF,Septoglomus,sp.,P4-bc1042-1197-s77,STFP,CCAMF,ASV2311,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00064,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,NA,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
Septoglomus_sp._P4-bc1042-1197-s83_STFP_ASV2316,Septoglomus_sp._P4-bc1042-1197-s83_STFP_ASV2316_CCAMF,Septoglomus,sp.,P4-bc1042-1197-s83,STFP,CCAMF,ASV2316,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00064,0.9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.6,Highly|_Probable,NA,NA,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
Septoglomus_sp._P4-bc1042-1197-s88_STFP_ASV2312,Septoglomus_sp._P4-bc1042-1197-s88_STFP_ASV2312_CCAMF,Septoglomus,sp.,P4-bc1042-1197-s88,STFP,CCAMF,ASV2312,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00064,0.9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,NA,0.8,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
Septoglomus_sp._P4-bc1043-1218-s1044_STFP_ASV2320,Septoglomus_sp._P4-bc1043-1218-s1044_STFP_ASV2320_CCAMF,Septoglomus,sp.,P4-bc1043-1218-s1044,STFP,CCAMF,ASV2320,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00064,0.9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,1,Highly|_Probable,NA,NA,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
Septoglomus_sp._P4-bc1043-1218-s1327_STFP_ASV2318,Septoglomus_sp._P4-bc1043-1218-s1327_STFP_ASV2318_CCAMF,Septoglomus,sp.,P4-bc1043-1218-s1327,STFP,CCAMF,ASV2318,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00064,0.9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.6,Highly|_Probable,NA,NA,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
Septoglomus_sp._P4-bc1043-1218-s1506_STFP_ASV2315,Septoglomus_sp._P4-bc1043-1218-s1506_STFP_ASV2315_CCAMF,Septoglomus,sp.,P4-bc1043-1218-s1506,STFP,CCAMF,ASV2315,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00064,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,NA,0.6,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
Septoglomus_sp._P4-bc1043-1218-s3438_STFP_ASV2317,Septoglomus_sp._P4-bc1043-1218-s3438_STFP_ASV2317_CCAMF,Septoglomus,sp.,P4-bc1043-1218-s3438,STFP,CCAMF,ASV2317,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00064,0.9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,1,Highly|_Probable,NA,NA,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
Septoglomus_sp._P4-bc1043-1218-s541_STFP_ASV2321,Septoglomus_sp._P4-bc1043-1218-s541_STFP_ASV2321_CCAMF,Septoglomus,sp.,P4-bc1043-1218-s541,STFP,CCAMF,ASV2321,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00064,0.9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,1,Highly|_Probable,NA,NA,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
Septoglomus_sp._P4-bc1043-1218-s688_STFP_ASV2319,Septoglomus_sp._P4-bc1043-1218-s688_STFP_ASV2319_CCAMF,Septoglomus,sp.,P4-bc1043-1218-s688,STFP,CCAMF,ASV2319,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00064,0.9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,0.6,Highly|_Probable,NA,NA,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
Septoglomus_sp._P4-bc1047-484-s2079_STFP_ASV2016,Septoglomus_sp._P4-bc1047-484-s2079_STFP_ASV2016_CCAMF,Septoglomus,sp.,P4-bc1047-484-s2079,STFP,CCAMF,ASV2016,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,VTX00063,0.9,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,0.571,Highly|_Probable,arbuscular_mycorrhizal,root-associated,Glomeromycota,Septoglomeraceae,Septoglomus,yes,yes,yes,primer
