ASV_updated,SSU_FAMILY_x_LSU_family,SSU_genus_x_LSU_genus,ITS_family_x_LSU_family,ITS_genus_x_LSU_genus,ITS_species_x_LSU_species
Ambispora_gerdemannii_ON205A_ZUII_ASV1000_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_gerdemannii_ON205A_ZU_ASV1013_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_gerdemannii_ON205A_ZUII_ASV1013_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_gerdemannii_ON205A_ZU_ASV1043_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_gerdemannii_ON205A_ZUII_ASV1043_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_gerdemannii_ON205A_ZU_ASV1116_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_gerdemannii_ON205A_ZU_ASV1117_INVAM,Correct,Correct,Correct,Correct,NA
Ambispora_gerdemannii_ON205A_ZU_ASV1118_INVAM,Correct,Correct,Correct,Correct,NA
Funneliformis_caledonium_P1-bc1008-81-s114_STFP_ASV2162_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_caledonium_P1-bc1008-81-s129_STFP_ASV2161_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_caledonium_P1-bc1008-81-s59_STFP_ASV2168_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_caledonium_P1-bc1008-81-s61_STFP_ASV2169_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_caledonium_P1-bc1008-81-s73_STFP_ASV2163_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Rhizophagus_irregularis_P1-bc1013-1002-s58_STFP_ASV2427_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P1-bc1013-1002-s78_STFP_ASV2000_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Rhizophagus_silesianus_P1-bc1015-ECU32-s117_STFP_ASV2482_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_silesianus_P1-bc1015-ECU32-s120_STFP_ASV2485_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_silesianus_P1-bc1015-ECU32-s151_STFP_ASV2478_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_silesianus_P1-bc1015-ECU32-s30_STFP_ASV2479_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_silesianus_P1-bc1015-ECU32-s33_STFP_ASV2486_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_silesianus_P1-bc1015-ECU32-s43_STFP_ASV2483_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_silesianus_P1-bc1015-ECU32-s46_STFP_ASV2484_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_intraradices_P1-bc1017-FL208-s127_STFP_ASV2489_CCAMF,Outdated,Outdated,Outdated,Outdated,Correct
Rhizophagus_intraradices_P1-bc1017-FL208-s138_STFP_ASV2018_CCAMF,Outdated,Outdated,Outdated,Outdated,Correct
Rhizophagus_intraradices_P1-bc1017-FL208-s69_STFP_ASV2040_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_intraradices_P1-bc1017-FL208-s86_STFP_ASV2111_CCAMF,Outdated,Outdated,Outdated,Outdated,Correct
Rhizophagus_sp._P1-bc1018-212607-s18_STFP_ASV2104_CCAMF,Outdated,Outdated,Outdated,Correct,LSU_NA
Rhizophagus_sp._P1-bc1018-212607-s20_STFP_ASV2490_CCAMF,Outdated,Outdated,Outdated,NA,LSU_NA
Rhizophagus_sp._P1-bc1018-212607-s208_STFP_ASV2095_CCAMF,Outdated,Outdated,Outdated,NA,LSU_NA
Rhizophagus_sp._P1-bc1018-212607-s28_STFP_ASV2491_CCAMF,Outdated,Outdated,Outdated,NA,LSU_NA
Rhizophagus_sp._P1-bc1018-212607-s30_STFP_ASV2492_CCAMF,Outdated,Outdated,Outdated,NA,LSU_NA
Rhizophagus_sp._P1-bc1018-212607-s438_STFP_ASV2042_CCAMF,Outdated,Outdated,Outdated,NA,LSU_NA
Rhizophagus_sp._P1-bc1018-212607-s817_STFP_ASV2110_CCAMF,Outdated,Outdated,Outdated,NA,LSU_NA
Rhizophagus_irregularis_P1-bc1019-SD-s118_STFP_ASV2438_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Rhizophagus_irregularis_P1-bc1019-SD-s120_STFP_ASV2439_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Rhizophagus_irregularis_P1-bc1019-SD-s136_STFP_ASV2104_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Rhizophagus_irregularis_P1-bc1019-SD-s141_STFP_ASV2437_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Oehlia_diaphana_P1-bc1020-JS-s32_STFP_ASV2504_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P1-bc1020-JS-s33_STFP_ASV2509_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P1-bc1020-JS-s36_STFP_ASV2013_CCAMF,Outdated,LSU_NA,Outdated,LSU_NA,NA
Oehlia_diaphana_P1-bc1020-JS-s42_STFP_ASV2508_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P1-bc1020-JS-s55_STFP_ASV2502_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P1-bc1020-JS-s58_STFP_ASV2493_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P1-bc1021-T3-s133_STFP_ASV2425_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Rhizophagus_irregularis_P1-bc1021-T3-s222_STFP_ASV2434_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Rhizophagus_irregularis_P1-bc1021-T3-s71_STFP_ASV2436_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P1-bc1021-T3-s78_STFP_ASV2428_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P1-bc1023-4341-s108_STFP_ASV2107_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P1-bc1023-4341-s116_STFP_ASV2000_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Rhizophagus_irregularis_P1-bc1023-4341-s394_STFP_ASV2076_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P1-bc1023-4341-s51_STFP_ASV2047_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P1-bc1024-4348-s101_STFP_ASV2000_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Rhizophagus_irregularis_P1-bc1024-4348-s182_STFP_ASV2107_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P1-bc1024-4348-s548_STFP_ASV2076_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P1-bc1024-4348-s82_STFP_ASV2047_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P1-bc1026-1454-s107_STFP_ASV2063_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P1-bc1026-1454-s115_STFP_ASV2433_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P1-bc1026-1454-s178_STFP_ASV2015_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P1-bc1026-1454-s271_STFP_ASV2030_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P1-bc1026-1454-s285_STFP_ASV2000_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Diversispora_eburnea_P1-bc1027-1384-s155_STFP_ASV2522_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_eburnea_P1-bc1027-1384-s167_STFP_ASV2519_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_eburnea_P1-bc1027-1384-s202_STFP_ASV2532_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_eburnea_P1-bc1027-1384-s218_STFP_ASV2531_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_eburnea_P1-bc1027-1384-s471_STFP_ASV2518_CCAMF,Correct,Correct,Correct,Correct,NA
Acaulospora_morrowiae_P1-bc1034-993-s105_STFP_ASV2601_CCAMF,Correct,Correct,Correct,NA,NA
Acaulospora_morrowiae_P1-bc1034-993-s53_STFP_ASV2603_CCAMF,Correct,Correct,Correct,NA,NA
Acaulospora_morrowiae_P1-bc1034-993-s90_STFP_ASV2602_CCAMF,Correct,Correct,Correct,NA,NA
Oehlia_diaphana_P1-bc1039-976-2_STFP_ASV2505_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P1-bc1039-976-s37_STFP_ASV2045_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P1-bc1039-976-s38_STFP_ASV2510_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P1-bc1039-976-s40_STFP_ASV2494_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P1-bc1039-976-s46_STFP_ASV2495_CCAMF,Outdated,LSU_NA,Outdated,LSU_NA,NA
Oehlia_diaphana_P1-bc1039-976-s47_STFP_ASV2506_CCAMF,Outdated,Outdated,Outdated,NA,NA
Oehlia_diaphana_P1-bc1039-976-s75_STFP_ASV2514_CCAMF,Outdated,Outdated,Outdated,NA,NA
Funneliformis_coronatum_P1-bc1040-974-s104_STFP_ASV2181_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P1-bc1040-974-s113_STFP_ASV2179_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P1-bc1040-974-s133_STFP_ASV2180_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P1-bc1040-974-s201_STFP_ASV2178_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P1-bc1040-974-s84_STFP_ASV2182_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Diversispora_varaderana_P1-bc1042-903-s103_STFP_ASV2039_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_varaderana_P1-bc1042-903-s108_STFP_ASV2086_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_varaderana_P1-bc1042-903-s245_STFP_ASV2028_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_varaderana_P1-bc1042-903-s76_STFP_ASV2578_CCAMF,Correct,Correct,Correct,Correct,NA
Acaulospora_morrowiae_P1-bc1043-845-s139_STFP_ASV2606_CCAMF,Correct,Correct,Correct,NA,NA
Acaulospora_morrowiae_P1-bc1043-845-s152_STFP_ASV2604_CCAMF,Correct,Correct,Correct,NA,NA
Acaulospora_morrowiae_P1-bc1043-845-s60_STFP_ASV2610_CCAMF,Correct,Correct,Correct,NA,NA
Acaulospora_morrowiae_P1-bc1043-845-s75_STFP_ASV2608_CCAMF,Correct,Correct,Correct,NA,NA
Acaulospora_morrowiae_P1-bc1043-845-s82_STFP_ASV2609_CCAMF,Correct,Correct,Correct,NA,NA
Acaulospora_morrowiae_P1-bc1043-845-s85_STFP_ASV2605_CCAMF,Correct,Correct,Correct,NA,NA
Acaulospora_morrowiae_P1-bc1043-845-s93_STFP_ASV2607_CCAMF,Correct,Correct,Correct,NA,NA
Funneliformis_geosporum_P1-bc1048-738-s123_STFP_ASV2171_CCAMF,Outdated,Outdated,Outdated,NA,NA
Funneliformis_geosporum_P1-bc1048-738-s177_STFP_ASV2170_CCAMF,Outdated,Outdated,Outdated,NA,NA
Funneliformis_geosporum_P1-bc1048-738-s61_STFP_ASV2174_CCAMF,Outdated,Outdated,Outdated,NA,NA
Funneliformis_geosporum_P1-bc1048-738-s70_STFP_ASV2172_CCAMF,Outdated,Outdated,Outdated,NA,NA
Funneliformis_geosporum_P1-bc1048-738-s75_STFP_ASV2173_CCAMF,Outdated,Outdated,Outdated,NA,NA
Cetraspora_gilmorei_P1-bc1049-651-s138_STFP_ASV2616_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P1-bc1049-651-s149_STFP_ASV2615_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P1-bc1049-651-s243_STFP_ASV2612_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P1-bc1049-651-s297_STFP_ASV2611_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P1-bc1049-651-s99_STFP_ASV2613_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P1-bc1053-605-s101_STFP_ASV2619_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P1-bc1053-605-s163_STFP_ASV2618_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P1-bc1053-605-s173_STFP_ASV2617_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P1-bc1053-605-s193_STFP_ASV2624_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P1-bc1053-605-s255_STFP_ASV2620_CCAMF,Correct,Outdated,Wrong,Correct,NA
Gigaspora_rosea_P1-bc1055-590-s57_STFP_ASV2009_CCAMF,Correct,Correct,Correct,Correct,NA
Gigaspora_rosea_P1-bc1055-590-s74_STFP_ASV2627_CCAMF,Correct,Correct,Correct,Correct,Correct
Diversispora_eburnea_P1-bc1059-529-2_STFP_ASV2524_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_eburnea_P1-bc1059-529-s114_STFP_ASV2527_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_eburnea_P1-bc1059-529-s123_STFP_ASV2529_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_eburnea_P1-bc1059-529-s134_STFP_ASV2525_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_eburnea_P1-bc1059-529-s161_STFP_ASV2520_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_eburnea_P1-bc1059-529-s173_STFP_ASV2523_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_eburnea_P1-bc1059-529-s23_STFP_ASV2530_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_eburnea_P1-bc1059-529-s29_STFP_ASV2521_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_eburnea_P1-bc1059-529-s36_STFP_ASV2526_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_eburnea_P1-bc1059-529-s37_STFP_ASV2528_CCAMF,Correct,Correct,Correct,Correct,NA
Funneliformis_geosporum_P1-bc1064-518-s125_STFP_ASV2175_CCAMF,Outdated,Outdated,Outdated,NA,NA
Funneliformis_geosporum_P1-bc1064-518-s87_STFP_ASV2177_CCAMF,Outdated,Outdated,Outdated,NA,NA
Funneliformis_geosporum_P1-bc1064-518-s89_STFP_ASV2176_CCAMF,Outdated,Outdated,Outdated,NA,NA
Gigaspora_rosea_P1-bc1066-506-s103_STFP_ASV2638_CCAMF,Correct,Correct,Correct,Correct,NA
Gigaspora_rosea_P1-bc1066-506-s123_STFP_ASV2640_CCAMF,Correct,Correct,Correct,Correct,NA
Gigaspora_rosea_P1-bc1066-506-s126_STFP_ASV2637_CCAMF,Correct,Correct,Correct,Correct,NA
Gigaspora_rosea_P1-bc1066-506-s155_STFP_ASV2644_CCAMF,Correct,Correct,Correct,Correct,Wrong
Gigaspora_rosea_P1-bc1066-506-s280_STFP_ASV2639_CCAMF,Correct,Correct,Correct,Correct,NA
Gigaspora_rosea_P1-bc1066-506-s66_STFP_ASV2645_CCAMF,Correct,Correct,Correct,Correct,Wrong
Cetraspora_gilmorei_P1-bc1067-501-s117_STFP_ASV2033_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P1-bc1067-501-s91_STFP_ASV2066_CCAMF,Correct,Outdated,Wrong,Correct,NA
Funneliformis_caledonium_P1-bc1068-498-s107_STFP_ASV2166_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_caledonium_P1-bc1068-498-s138_STFP_ASV2164_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_caledonium_P1-bc1068-498-s68_STFP_ASV2165_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_caledonium_P1-bc1068-498-s70_STFP_ASV2167_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Diversispora_celata_P1-bc1069-487-s162_STFP_ASV2536_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_celata_P1-bc1069-487-s169_STFP_ASV2537_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_celata_P1-bc1069-487-s177_STFP_ASV2535_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_celata_P1-bc1069-487-s218_STFP_ASV2534_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_celata_P1-bc1069-487-s224_STFP_ASV2533_CCAMF,Correct,Correct,Correct,Correct,NA
Funneliformis_mosseae_P1-bc1070-483-s121_STFP_ASV2204_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P1-bc1070-483-s156_STFP_ASV2206_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P1-bc1070-483-s212_STFP_ASV2203_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P1-bc1070-483-s313_STFP_ASV2202_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P1-bc1070-483-s94_STFP_ASV2205_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Paraglomus_sp._P1-bc1079-1319-s1510_STFP_ASV2023_CCAMF,Correct,Correct,Correct,Correct,LSU_NA
Paraglomus_sp._P1-bc1079-1319-s188_STFP_ASV2037_CCAMF,Correct,Correct,Correct,Correct,LSU_NA
Paraglomus_sp._P1-bc1079-1319-s30_STFP_ASV2665_CCAMF,Correct,Correct,Correct,Correct,LSU_NA
Paraglomus_brasilianum_P1-bc1080-1306-s1963_STFP_ASV2663_CCAMF,Correct,Correct,Correct,Correct,Correct
Paraglomus_brasilianum_P1-bc1082-1203-s38_STFP_ASV2662_CCAMF,Correct,Correct,Correct,Correct,NA
Gigaspora_rosea_P1-bc1084-1155-s54_STFP_ASV2646_CCAMF,Correct,Wrong,Correct,Correct,Wrong
Gigaspora_rosea_P1-bc1084-1155-s60_STFP_ASV2098_CCAMF,Correct,Correct,Correct,Correct,Correct
Gigaspora_rosea_P1-bc1084-1155-s78_STFP_ASV2050_CCAMF,Correct,Correct,Correct,Correct,NA
Rhizophagus_irregularis_P1-bc1089-1105-s178_STFP_ASV2463_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Rhizophagus_irregularis_P1-bc1089-1105-s219_STFP_ASV2063_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P1-bc1089-1105-s253_STFP_ASV2015_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P1-bc1089-1105-s260_STFP_ASV2000_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Rhizophagus_irregularis_P1-bc1089-1105-s387_STFP_ASV2030_CCAMF,Outdated,Outdated,Outdated,NA,NA
Ambispora_callosa_P1-bc1090-1100-s200_STFP_ASV2651_CCAMF,Correct,Correct,Correct,Correct,NA
Ambispora_callosa_P1-bc1090-1100-s28_STFP_ASV2660_CCAMF,Correct,Correct,Correct,Correct,NA
Ambispora_callosa_P1-bc1090-1100-s30_STFP_ASV2659_CCAMF,Correct,Correct,Correct,Correct,NA
Ambispora_callosa_P1-bc1090-1100-s319_STFP_ASV2021_CCAMF,Correct,Correct,Correct,Correct,NA
Ambispora_callosa_P1-bc1090-1100-s52_STFP_ASV2048_CCAMF,Correct,Correct,Correct,Correct,NA
Ambispora_callosa_P1-bc1090-1100-s65_STFP_ASV2035_CCAMF,Correct,Correct,Correct,Correct,NA
Ambispora_callosa_P1-bc1090-1100-s66_STFP_ASV2655_CCAMF,Correct,Correct,Correct,Correct,NA
Cetraspora_gilmorei_P1-bc1091-1080-s133_STFP_ASV2066_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P1-bc1091-1080-s137_STFP_ASV2055_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P1-bc1091-1080-s180_STFP_ASV2089_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P1-bc1091-1080-s275_STFP_ASV2033_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P1-bc1091-1080-s282_STFP_ASV2075_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P1-bc1091-1080-s31_STFP_ASV2043_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P1-bc1091-1080-s32_STFP_ASV2614_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P1-bc1091-1080-s33_STFP_ASV2025_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P1-bc1091-1080-s55_STFP_ASV2078_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P1-bc1091-1080-s80_STFP_ASV2002_CCAMF,Correct,Outdated,Wrong,Correct,NA
Rhizophagus_irregularis_P1-bc1096-CC4-s152_STFP_ASV2435_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Rhizophagus_irregularis_P1-bc1096-CC4-s161_STFP_ASV2426_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Rhizophagus_irregularis_P1-bc1096-CC4-s162_STFP_ASV2430_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P1-bc1096-CC4-s53_STFP_ASV2429_CCAMF,Outdated,Outdated,Outdated,NA,NA
Funneliformis_mosseae_P2-bc1001-314-s1051_STFP_ASV2220_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P2-bc1001-314-s2024_STFP_ASV2254_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P2-bc1001-314-s369_STFP_ASV2208_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P2-bc1001-314-s406_STFP_ASV2222_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P2-bc1001-314-s452_STFP_ASV2209_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P2-bc1001-314-s462_STFP_ASV2212_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P2-bc1001-314-s4798_STFP_ASV2207_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P2-bc1001-314-s765_STFP_ASV2255_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P2-bc1001-314-s988_STFP_ASV2221_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P2-bc1003-398-s1153_STFP_ASV2275_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P2-bc1003-398-s145_STFP_ASV2239_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P2-bc1003-398-s150_STFP_ASV2278_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P2-bc1003-398-s156_STFP_ASV2240_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P2-bc1003-398-s170_STFP_ASV2238_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P2-bc1003-398-s176_STFP_ASV2237_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Funneliformis_mosseae_P2-bc1003-398-s1825_STFP_ASV2274_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P2-bc1003-398-s268_STFP_ASV2276_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_P2-bc1003-398-s632_STFP_ASV2277_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P2-bc1004-402-s165_STFP_ASV2199_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P2-bc1004-402-s174_STFP_ASV2198_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P2-bc1004-402-s176_STFP_ASV2197_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P2-bc1004-402-s182_STFP_ASV2196_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P2-bc1004-402-s206_STFP_ASV2195_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P2-bc1004-402-s2396_STFP_ASV2194_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P2-bc1004-402-s300_STFP_ASV2200_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P2-bc1004-402-s439_STFP_ASV2201_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P2-bc1005-405-s1117_STFP_ASV2186_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P2-bc1005-405-s1335_STFP_ASV2185_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P2-bc1005-405-s1546_STFP_ASV2183_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P2-bc1005-405-s176_STFP_ASV2184_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P2-bc1005-405-s181_STFP_ASV2187_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P2-bc1005-405-s195_STFP_ASV2188_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P2-bc1005-405-s794_STFP_ASV2189_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Gigaspora_rosea_P2-bc1006-407-s1076_STFP_ASV2632_CCAMF,Correct,Correct,Correct,Correct,NA
Gigaspora_rosea_P2-bc1006-407-s381_STFP_ASV2641_CCAMF,Correct,Correct,Correct,Correct,NA
Gigaspora_rosea_P2-bc1006-407-s54_STFP_ASV2635_CCAMF,Correct,Correct,Correct,Correct,NA
Gigaspora_rosea_P2-bc1006-407-s66_STFP_ASV2633_CCAMF,Correct,Correct,Correct,Correct,NA
Gigaspora_rosea_P2-bc1006-407-s920_STFP_ASV2636_CCAMF,Correct,Correct,Correct,Correct,NA
Gigaspora_rosea_P2-bc1006-407-s939_STFP_ASV2634_CCAMF,Correct,Correct,Correct,Correct,NA
Funneliformis_coronatum_P2-bc1007-408-s13291_STFP_ASV2190_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P2-bc1007-408-s3658_STFP_ASV2191_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P2-bc1007-408-s401_STFP_ASV2193_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_coronatum_P2-bc1007-408-s524_STFP_ASV2192_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Cetraspora_gilmorei_P2-bc1009-172-s173_STFP_ASV2002_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P2-bc1009-172-s174_STFP_ASV2078_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P2-bc1009-172-s242_STFP_ASV2066_CCAMF,Correct,Outdated,Wrong,Correct,NA
