ASV_updated,SSU_FAMILY_x_LSU_family,SSU_genus_x_LSU_genus,ITS_family_x_LSU_family,ITS_genus_x_LSU_genus,ITS_species_x_LSU_species
Paraglomus_laccatum_P4-bc1083-SPU-5-13-1-CW0010-4009B-s1001_STFI_ASV2116_CCAMF,Correct,Correct,Correct,Correct,Correct
Paraglomus_laccatum_P4-bc1083-SPU-5-13-1-CW0010-4009B-s15657_STFI_ASV2115_CCAMF,Correct,Correct,Correct,Correct,Correct
Paraglomus_laccatum_P4-bc1083-SPU-5-13-1-CW0010-4009B-s1630_STFI_ASV2113_CCAMF,Correct,Correct,Correct,Correct,Correct
Paraglomus_laccatum_P4-bc1083-SPU-5-13-1-CW0010-4009B-s2483_STFI_ASV2112_CCAMF,Correct,Correct,Correct,Correct,Correct
Paraglomus_laccatum_P4-bc1083-SPU-5-13-1-CW0010-4009B-s802_STFI_ASV2114_CCAMF,Correct,Correct,Correct,Correct,Correct
Glomus_tetrastratosum_P4-bc1084-SPU-5-12-3-5094-2349C-s100_STFI_ASV2144_CCAMF,Correct,Correct,Correct,Correct,NA
Glomus_tetrastratosum_P4-bc1084-SPU-5-12-3-5094-2349C-s138-1_STFI_ASV2092_CCAMF,Correct,Correct,Correct,NA,NA
Glomus_tetrastratosum_P4-bc1084-SPU-5-12-3-5094-2349C-s138-2_STFI_ASV2146_CCAMF,Correct,Correct,Correct,Correct,NA
Glomus_tetrastratosum_P4-bc1084-SPU-5-12-3-5094-2349C-s148_STFI_ASV2147_CCAMF,Correct,Correct,Correct,Correct,NA
Glomus_tetrastratosum_P4-bc1084-SPU-5-12-3-5094-2349C-s351_STFI_ASV2011_CCAMF,Correct,Correct,Correct,Correct,NA
Glomus_tetrastratosum_P4-bc1084-SPU-5-12-3-5094-2349C-s654_STFI_ASV2003_CCAMF,Correct,Correct,Correct,Correct,NA
Glomus_tetrastratosum_P4-bc1084-SPU-5-12-3-5094-2349C-s94_STFI_ASV2145_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_spurca_P4-bc1086-SPU-5-6-2-CW0006-4005B-s146_STFI_ASV2119_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_spurca_P4-bc1086-SPU-5-6-2-CW0006-4005B-s332_STFI_ASV2105_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_spurca_P4-bc1086-SPU-5-6-2-CW0006-4005B-s37_STFI_ASV2008_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_spurca_P4-bc1087-SPU-5-6-3-CW0006-4005B-s181_STFI_ASV2118_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_spurca_P4-bc1087-SPU-5-6-3-CW0006-4005B-s184_STFI_ASV2117_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_spurca_P4-bc1087-SPU-5-6-3-CW0006-4005B-s194_STFI_ASV2120_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_spurca_P4-bc1087-SPU-5-6-3-CW0006-4005B-s284_STFI_ASV2105_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_spurca_P4-bc1087-SPU-5-6-3-CW0006-4005B-s3099_STFI_ASV2008_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_spurca_P4-bc1087-SPU-5-6-3-CW0006-4005B-s5050_STFI_ASV2105_CCAMF,Correct,Correct,Correct,Correct,NA
Diversispora_spurca_P4-bc1087-SPU-5-6-3-CW0006-4005B-s943_STFI_ASV2100_CCAMF,Correct,Correct,Correct,Correct,NA
Septoglomus_turnauae_P4-bc1088-SPU-5-5-1-Blasz-12-2272D-s1052_STFI_ASV2156_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Septoglomus_turnauae_P4-bc1088-SPU-5-5-1-Blasz-12-2272D-s172_STFI_ASV2158_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Septoglomus_turnauae_P4-bc1088-SPU-5-5-1-Blasz-12-2272D-s196_STFI_ASV2157_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Septoglomus_turnauae_P4-bc1088-SPU-5-5-1-Blasz-12-2272D-s4314_STFI_ASV2155_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Septoglomus_turnauae_P4-bc1088-SPU-5-5-1-Blasz-12-2272D-s820_STFI_ASV2154_CCAMF,Outdated,Outdated,Outdated,Correct,NA
Gigaspora_rosea_P4-bc1089-SPU-5-4-1-CU131-1018E-s43_STFI_ASV2130_CCAMF,Correct,Correct,Correct,Correct,Correct
Gigaspora_rosea_P4-bc1089-SPU-5-4-1-CU131-1018E-s54_STFI_ASV2129_CCAMF,Correct,Correct,Correct,Correct,Correct
Gigaspora_rosea_P4-bc1089-SPU-5-4-1-CU131-1018E-s70_STFI_ASV2098_CCAMF,Correct,Correct,Correct,Correct,Correct
Gigaspora_rosea_P4-bc1089-SPU-5-4-1-CU131-1018E-s99_STFI_ASV2050_CCAMF,Correct,Correct,Correct,Correct,NA
Cetraspora_gilmorei_P4-bc1091-SPU-5-3-1-CW0008-2669B-s121_STFI_ASV2125_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P4-bc1091-SPU-5-3-1-CW0008-2669B-s124_STFI_ASV2123_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P4-bc1091-SPU-5-3-1-CW0008-2669B-s153_STFI_ASV2122_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P4-bc1091-SPU-5-3-1-CW0008-2669B-s5021_STFI_ASV2108_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P4-bc1091-SPU-5-3-1-CW0008-2669B-s679_STFI_ASV2121_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P4-bc1091-SPU-5-3-1-CW0008-2669B-s92_STFI_ASV2124_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P4-bc1091-SPU-5-3-1-CW0008-2669B-s93_STFI_ASV2126_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P4-bc1092-SPU-5-3-2-CW0008-2669B-s10351_STFI_ASV2108_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P4-bc1092-SPU-5-3-2-CW0008-2669B-s1137_STFI_ASV2084_CCAMF,Correct,Outdated,Wrong,Correct,NA
Cetraspora_gilmorei_P4-bc1092-SPU-5-3-2-CW0008-2669B-s2533_STFI_ASV2005_CCAMF,Correct,Outdated,Wrong,Correct,NA
Ambispora_sp._P4-bc1093-SPU-6-11-9-ON205-s167_STFI_ASV2049_CCAMF,Correct,Correct,Correct,Correct,LSU_NA
Rhizophagus_irregularis_P4-bc1095-SPU-8-1-24-197198-s156_STFI_ASV2052_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P4-bc1095-SPU-8-1-24-197198-s190_STFI_ASV2063_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P4-bc1095-SPU-8-1-24-197198-s216_STFI_ASV2000_CCAMF,Outdated,Outdated,Outdated,Correct,Correct
Rhizophagus_irregularis_P4-bc1095-SPU-8-1-24-197198-s472_STFI_ASV2015_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P4-bc1095-SPU-8-1-24-197198-s629_STFI_ASV2030_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P4-bc1096-SPU-8-1-22-197198-s218_STFI_ASV2063_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P4-bc1096-SPU-8-1-22-197198-s286_STFI_ASV2015_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P4-bc1096-SPU-8-1-22-197198-s359_STFI_ASV2052_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P4-bc1096-SPU-8-1-22-197198-s816_STFI_ASV2030_CCAMF,Outdated,Outdated,Outdated,NA,NA
Rhizophagus_irregularis_P4-bc1096-SPU-8-1-22-197198-s85_STFI_ASV2134_CCAMF,Outdated,Outdated,Outdated,NA,NA
Dentiscutata_erythropa_RI275_31_KU_ASV1149_INVAM,Correct,LSU_NA,NA,LSU_NA,NA
Dentiscutata_erythropa_RI275_31_KU_ASV1150_INVAM,Correct,Outdated,NA,NA,NA
Dentiscutata_erythropa_RI275_31_KU_ASV1151_INVAM,Correct,Outdated,NA,NA,NA
Dentiscutata_erythropa_RI275_31_KU_ASV1152_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_erythropa_RI275_31_KU_ASV1153_INVAM,Correct,Outdated,NA,NA,NA
Dentiscutata_erythropa_RI275_31_KU_ASV1154_INVAM,Correct,Outdated,NA,NA,NA
Dentiscutata_erythropa_RI275_31_KU_ASV1155_INVAM,Correct,Outdated,Wrong,NA,NA
Dentiscutata_erythropa_RI275_31_KU_ASV1156_INVAM,Correct,Outdated,NA,NA,NA
Dentiscutata_erythropa_RI275_31_KU_ASV1157_INVAM,Correct,Outdated,Wrong,NA,NA
Acaulospora_koskei_SC705_ZU_ASV1057_INVAM,Correct,Correct,Correct,Correct,Correct
Archaeospora_trappei_SF124_22_KU_ASV1140_INVAM,NA,NA,NA,NA,NA
Archaeospora_trappei_SF124_22_KU_ASV1141_INVAM,NA,NA,NA,NA,NA
Archaeospora_trappei_SF124_22_KU_ASV1142_INVAM,NA,NA,NA,NA,NA
Archaeospora_trappei_SF124_22_KU_ASV1143_INVAM,NA,NA,NA,NA,NA
Diversispora_sp._W6227_ZUII_ASV1188_INVAM,Correct,Correct,Correct,Correct,LSU_NA
Diversispora_sp._W6227_ZUII_ASV1189_INVAM,Correct,Correct,Correct,Correct,LSU_NA
Acaulospora_sp._WV685_ZU_ASV1058_INVAM,Correct,Correct,Correct,NA,LSU_NA
Acaulospora_sp._WV685_ZU_ASV1060_INVAM,Correct,Correct,Correct,NA,LSU_NA
Acaulospora_sp._WV685_ZU_ASV1061_INVAM,Correct,Correct,Correct,NA,LSU_NA
Acaulospora_sp._WV685_ZU_ASV1065_INVAM,Correct,Correct,Correct,NA,LSU_NA
Acaulospora_sp._WV685_ZU_ASV1066_INVAM,Correct,Correct,Correct,NA,LSU_NA
Acaulospora_sp._WV685_ZU_ASV1069_INVAM,Correct,Correct,Correct,NA,LSU_NA
Acaulospora_sp._WV685_ZU_ASV1070_INVAM,Correct,Correct,Correct,NA,LSU_NA
Funneliformis_mosseae_WY107_KU_ASV1006_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_WY107_KU_ASV1018_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_WY107_KU_ASV1048_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_WY107_KU_ASV1228_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_WY107_KU_ASV1229_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_WY107_KU_ASV1230_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_WY107_KU_ASV1231_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_WY107_KU_ASV1232_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_WY107_KU_ASV1233_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_WY107_KU_ASV1234_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_WY107_KU_ASV1235_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_WY107_KU_ASV1236_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_WY107_KU_ASV1237_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_WY107_KU_ASV1238_INVAM,Outdated,Outdated,Outdated,Correct,NA
Funneliformis_mosseae_WY107_KU_ASV1239_INVAM,Outdated,Outdated,Outdated,Correct,NA
