original_id	new_id	unique_ID	culture_original	culture_notes	culture	genus_original	species_original	source_code	genus	species	source_original	source	platform	sequencing_effort	successfull	read_count	notes	Isolate present in Nanopore and Pacbio?	Corresponding code on Nanopore tables
Sample_5	KU_Gigaspora_0_margarita	5	NC114B		NC114B	Gigaspora	margarita	KU	Gigaspora	margarita	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	496		Y	NC114A
Sample_6	#N/A	6	HA692B		HA692B	Funneliformis	caledonius	KU	Funneliformis	caledonius	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	No	0		Y	HA692_B-25
Sample_7	KU_Rhizophagus_0_sinuosus	7	MD126		MD126	Rhizophagus	sinuosus	KU	Rhizophagus	sinuosus	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	290		Y	MD126
Sample_8	KU_Ambispora_0_gerdemannii	8	MT106		MT106	Ambispora	gerdemannii	KU	Ambispora	gerdemannii	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	1051		Y	MT106
Sample_9	KU_Gigaspora_0_albida	9	BR235		BR235	Gigaspora	albida	KU	Gigaspora	albida	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	1288		N	
Sample_10	KU_Racocetra_0_gregaria	10	NC210		NC210	Racocetra	gregaria	KU	Racocetra	gregaria	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Low read count	68		Y	NC210
Sample_11	KU_Ambispora_0_leptoticha	11	MX982A		MX982A	Ambispora	leptoticha	KU	Ambispora	leptoticha	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	1055		Y	MX982A
Sample_12	KU_Acaulospora_0_sp.	12	TU102C		TU102C	Acaulospora	sp.	KU	Acaulospora	sp.	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Marginal	1	1 original total sequences, but lost with a 3000bp filter cuttoff	N	
Sample_13	KU_Acaulospora_0_pauliniae	13	AU103A		AU103A	Acaulospora	pauliniae	KU	Acaulospora	paulinae	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Marginal	1	1 original total sequences, but lost with a 3000bp filter cuttoff	Y	AU103A
Sample_14	KU_Diversispora_0_sp.	14	NB103A		NB103A	Diversispora	sp.	KU	Diversispora	trimurales?	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	530	trimurales?	N	
Sample_15	KU_Funneliformis_0_coronatum	15	MR101		MR101	Funneliformis	coronatum	KU	Funneliformis	coronatus	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	1749		N	
Sample_16	KU_Acaulospora_0_tuberculata	16	VZ103E		VZ103E	Acaulospora	tuberculata	KU	Acaulospora	tuberculata	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	178		Y	VZ103E
Sample_17	KU_Diversispora_0_tortuosum	17	JA306A		JA306A	Diversispora	tortuosum	KU	Diversispora	tortuosa	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	282		Y	JA306A
Sample_18	KU_Entrophospora_0_infrequens	18	CA203		CA203	Entrophospora	infrequens	KU	Entrophospora	infrequens	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	994		Y	CA203
Sample_19	KU_Rhizophagus_0_manihotis	19	FL879N		FL879N	Rhizophagus	manihotis	KU	Rhizophagus	clarus	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	2097		Y	FL879N
Sample_20	KU_Gigaspora_0_rosea	20	FL105-11		FL105_11	Gigaspora	rosea	KU	Gigaspora	rosea	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	121		N	
Sample_21	KU_Acaulospora_0_elegans	21	FL736A		FL736A	Acaulospora	elegans	KU	Acaulospora	elegans	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Low read count	15		Y	FL736A
Sample_22	KU_Diversispora_0_eburnea	22	KE124		KE124	Diversispora	eburnea	KU	Diversispora	eburnea	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Low read count	3		N	
Sample_23	KU_Acaulospora_0_mellea	23	CL649		CL649	Acaulospora	mellea	KU	Acaulospora	mellea	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	252		N	
Sample_24	KU_Septoglomus_0_constrictum	24	FL328		FL328	Septoglomus	constrictum	KU	Septoglomus	constrictum	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	626		Y	FL328
Sample_25	KU_Rhizophagus_both morphotypes_dimorphicus	25	FL912N*	both morphotypes	FL912N	Rhizophagus	dimorphicus	KU	Rhizophagus	dimorphicus	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	596	Liz is not sure which morph this is	Y	FL912N
Sample_26	KU_Glomus_0_globifera	26	NM105		NM105	Diversispora	globifera	KU	Glomus	globiferum	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Low read count	2		N	
Sample_27	KU_Glomus_0_hyaline	27	WV692B		WV692B	Glomus	hyaline	KU	Glomus	hyaline	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Low read count	2		Y	WV692B
Sample_28	#N/A	28	MGR571A		MGR571A	Glomus	trufemii	KU	Glomus	trufemii	cicg	CICG	Pacbio_Sequel_II	KU-FGCZ	No	0		N	
Sample_29	KU_Entrophospora_0_sp.	29	SCT912C		SCT912C	Claroideoglomus	sp.	KU	Entrophospora	sp.	cicg	CICG	Pacbio_Sequel_II	KU-FGCZ	Yes	547		N	
Sample_30	KU_Entrophospora_0_sp.	30	SCT911B		SCT911B	Claroideoglomus	sp.	KU	Entrophospora	sp.	cicg	CICG	Pacbio_Sequel_II	KU-FGCZ	Low read count	1		N	
Sample_31	KU_Scutellospora_0_weresubiae	31	SCT377A-1		SCT377A_1	Scutellospora	weresubiae	KU	Scutellospora	weresubiae	cicg	CICG	Pacbio_Sequel_II	KU-FGCZ	Yes	135		N	
Sample_32	KU_Paraglomus_0_sp.	32	SCT001C		SCT001C	Paraglomus	sp.	KU	Paraglomus	sp.	cicg	CICG	Pacbio_Sequel_II	KU-FGCZ	Marginal	2	2 original total sequences, but lost with a 3000bp filter cuttoff	N	
Sample_33	KU_Paraglomus_0_occultum	33	NC258		NC258	Paraglomus	occultum	KU	Paraglomus	occultum	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	1085		N	
Sample_34	KU_Racocetra_0_coralloidea	34	CA260		CA260	Racocetra	coralloidea	KU	Racocetra	coralloidea	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Marginal	1	1 original total sequences, but lost with a 3000bp filter cuttoff	Y	CA260
Sample_35	KU_Funneliformis_0_fragilistratum	35	DN988		DN988	Funneliformis	fragilistratum	KU	Funneliformis	fragilistratum	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	1231		Y	DN988
Sample_36	KU_Rhizophagus_0_clarus	36	BR147B		BR147B	Rhizophagus	clarus	KU	Rhizophagus	clarus	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	1110		N	
Sample_37	KU_Rhizophagus_0_intraradices	37	IS185-26		IS185_26	Rhizophagus	intraradices	KU	Rhizophagus	intraradices	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	913		N	
Sample_38	KU_Archaeospora_0_schenckii	38	CL401		CL401	Archaeospora	schenckii	KU	Archaeospora	schenckii	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	1540		Y	CL401
Sample_39	KU_Innospora_0_mirificum	39	JA205B		JA205B	Paraglomus	mirificum	KU	Innospora	majewski	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	514		Y	JA205F
Sample_40	KU_Diversispora_0_epigaea	40	KS210		KS210	Diversispora	epigaea	KU	Diversispora	epigaea	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	397		N	
Sample_41	KU_Glomus_0_mortonii	41	507		507	Glomus	mortonii	KU	Glomus	mortonii	lab	KU	Pacbio_Sequel_II	KU-FGCZ	Low read count	15		N	
Sample_42	KU_Entrophospora_0_infrequens	42	110-11A		110_11A	Entrophospora	infrequens	KU	Entrophospora	infrequens	lab	KU	Pacbio_Sequel_II	KU-FGCZ	Yes	460		N	
Sample_43	#N/A	43	513-7		513_7	Rhizophagus	intraradices	KU	Rhizophagus	intraradices	lab	KU	Pacbio_Sequel_II	KU-FGCZ	No	0		N	
Sample_44	KU_Dentiscutata_0_heterogama	44	FL728		FL728	Dentiscutata	heterogama	KU	Dentiscutata	heterogama	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	1010		N	
Sample_45	KU_Entrophospora_0_infrequens	45	95-10		95_10	Entrophospora	infrequens	KU	Entrophospora	infrequens	lab	KU	Pacbio_Sequel_II	KU-FGCZ	Yes	138		N	
Sample_46	KU_Funneliformis_0_mosseae	46	87-11		87_11	Funneliformis	mosseae	KU	Funneliformis	mosseae	lab	KU	Pacbio_Sequel_II	KU-FGCZ	Yes	1358		N	
Sample_47	KU_Paraglomus_0_sp.	47	SCT836A		SCT836A	Paraglomus	sp.	KU	Paraglomus	sp.	cicg	CICG	Pacbio_Sequel_II	KU-FGCZ	Marginal	1	1 original total sequences, but lost with a 3000bp filter cuttoff	N	
Sample_48	KU_Paraglomus_0_sp.	48	GOI408A		GOI408A	Paraglomus	sp.	KU	Paraglomus	sp.	cicg	CICG	Pacbio_Sequel_II	KU-FGCZ	Marginal	1	1 original total sequences, but lost with a 3000bp filter cuttoff	N	
Sample_49	KU_Paraglomus_0_sp.	49	SCT157F		SCT157F	Paraglomus	sp.	KU	Paraglomus	sp.	cicg	CICG	Pacbio_Sequel_II	KU-FGCZ	Low read count	2		N	
Sample_50	#N/A	50	SCT377A-2		SCT377A_2	Paraglomus	sp.	KU	Paraglomus	sp.	cicg	CICG	Pacbio_Sequel_II	KU-FGCZ	No	0		N	
Sample_51	#N/A	51	TOC235C		TOC235C	Paraglomus	sp.	KU	Paraglomus	sp.	cicg	CICG	Pacbio_Sequel_II	KU-FGCZ	No	0		N	
Sample_52	KU_Entrophospora_0_claroideum	52	69-9A		69_9A	Claroideoglomus	claroideum	KU	Entrophospora	claroidea	lab	KU	Pacbio_Sequel_II	KU-FGCZ	Yes	757		N	
Sample_53	KU_Racocetra_0_fulgida	53	57-11		57_11	Racocetra	fulgida	KU	Racocetra	fulgida	lab	KU	Pacbio_Sequel_II	KU-FGCZ	Marginal	1	1 original total sequences, but lost with a 3000bp filter cuttoff	N	
Sample_54	#N/A	54	6-11		6_11	Claroideoglomus	candidum	KU	Entrophospora	candida	lab	KU	Pacbio_Sequel_II	KU-FGCZ	No	0		N	
Sample_55	#N/A	55	408-8		408_8	Rhizophagus	clarus	KU	Rhizophagus	clarus	lab	KU	Pacbio_Sequel_II	KU-FGCZ	No	0		N	
Sample_56	#N/A	56	514-8A		514_8A	Funneliformis	mosseae	KU	Funneliformis	mosseae	lab	KU	Pacbio_Sequel_II	KU-FGCZ	No	0		N	
Sample_57	#N/A	57	114-11A		114_11A	Claroideoglomus	lamellosum	KU	Entrophospora	lamellosa	lab	KU	Pacbio_Sequel_II	KU-FGCZ	No	0		N	
Sample_58	KU_Gigaspora_0_margarita	58	120-7A		120_7A	Gigaspora	margarita	KU	Gigaspora	margarita	lab	KU	Pacbio_Sequel_II	KU-FGCZ	Yes	412		N	
Sample_59	KU_Cetraspora_0_pellucida	59	124-8		124_8	Cetraspora	pellucida	KU	Cetraspora	pellucida	lab	KU	Pacbio_Sequel_II	KU-FGCZ	Marginal	1	1 original total sequences, but lost with a 3000bp filter cuttoff	N	
Sample_60	#N/A	60	BR232C-17		BR232C	Claridioglomus	etunicatum	KU	Entrophospora	etunicata	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	No	0		N	
Sample_61	KU_Archaeospora_0_trappei	61	SF124-22		SF124_22	Archaeospora	trappei	KU	Archaeospora	trappei	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Low read count	81		N	
Sample_62	KU_Gigaspora_0_rosea	62	BR155B-2		BR155B	Gigaspora	rosea	KU	Gigaspora	rosea	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	339		Y	BR155A
Sample_64	KU_Glomus_0_mortonii	64	205-8		205_8	Glomus	mortonii	KU	Glomus	mortonii	lab	KU	Pacbio_Sequel_II	KU-FGCZ	Yes	107		N	
Sample_65	#N/A	65	121-12A		121_12A	Claroideoglomus	claroideum	KU	Entrophospora	claroidea	lab	KU	Pacbio_Sequel_II	KU-FGCZ	No	0		N	
Sample_66	#N/A	66	503-6A		503_6A	Glomus	mortonii	KU	Glomus	mortonii	lab	KU	Pacbio_Sequel_II	KU-FGCZ	No	0		N	
Sample_67	KU_Entrophospora_0_claroideum/luteum	67	SA101		SA101	Claroideoglomus	claroideum/luteum	KU	Entrophospora	lutea	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Marginal	2	2 original total sequences, but lost with a 3000bp filter cuttoff	N	
Sample_68	#N/A	68	3006A		3006A	NA	NA	KU	Unknown	NA	lab	KU	Pacbio_Sequel_II	KU-FGCZ	No	0		N	
Sample_69	KU_Funneliformis_0_mosseae	69	NC302C-C12		NC302C	Funneliformis	mosseae	KU	Funneliformis	mosseae	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	1612		Y	NC302A
Sample_70	KU_Unknown_0_NA	70	11 = JAY 1		JAY1	NA	NA	KU	Unknown	NA	jay	JAY	Pacbio_Sequel_II	KU-FGCZ	Yes	309	unknown AMF	N	
Sample_71	KU_Unknown_0_NA	71	12 = JAY 2		JAY2	NA	NA	KU	Unknown	NA	jay	JAY	Pacbio_Sequel_II	KU-FGCZ	Low read count	1	unknown AMF	N	
Sample_72	#N/A	72	13 = JAY 3		JAY3	NA	NA	KU	Unknown	NA	jay	JAY	Pacbio_Sequel_II	KU-FGCZ	No	0	unknown AMF	N	
Sample_73	#N/A	73	14 = JAY 4		JAY4	NA	NA	KU	Unknown	NA	jay	JAY	Pacbio_Sequel_II	KU-FGCZ	No	0	unknown AMF	N	
Sample_74	KU_undecided_0_NA	74	SMB-6		SMB_6	NA	NA	KU	undecided	NA	lab	KU	Pacbio_Sequel_II	KU-FGCZ	Marginal	499	499 original total sequences, but lost with a 3000bp filter cuttoff	N	
Sample_75	KU_Rhizophagus_0_diaphanus	75	WV579B		WV579B	Rhizophagus	diaphanus	KU	Rhizophagus	diaphanus	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Low read count	2		Y	WV579B
Sample_76	KU_Rhizophagus_0_microaggregatum	76	UT126B		UT126B	Glomus	microaggregatum	KU	Rhizophagus	microaggregatum	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Marginal	1	1 original total sequences, but lost with a 3000bp filter cuttoff	Y	UT126A
Sample_77	KU_Paraglomus_0_brasilianum	77	FL710-19		FL710_19	Paraglomus	brasilianum	KU	Paraglomus	brasilianum	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	905		Y	FL710
Sample_78	KU_Dentiscutata_0_heterogama	78	FL225-25		FL225_25	Dentiscutata	heterogama	KU	Dentiscutata	heterogama	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Low read count	29		N	
Sample_79	KU_Acaulospora_0_koskei	79	WV103-16		WV103_16	Acaulospora	koskei	KU	Acaulospora	koskei	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Marginal	1	1 original total sequences, but lost with a 3000bp filter cuttoff	N	
Sample_80	KU_Gigaspora_0_gigantea	80	KS302-22		KS302	Gigaspora	gigantea	KU	Gigaspora	gigantea	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	597		N	
Sample_81	KU_Racocetra_0_verrucosa	81	VA103A		VA103A	Racocetra	verrucosa	KU	Racocetra	verrucosa	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Marginal	1	1 original total sequences, but lost with a 3000bp filter cuttoff	Y	VA103A
Sample_82	KU_Septoglomus_0_constrictum	82	KS890-29		KS890	Septoglomus	constrictum	KU	Septoglomus	constrictum	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	572		Y	KS890
Sample_83	KU_Diversispora_0_spurca	83	WV109G-16		WV109G_16	Diversispora	spurca	KU	Diversispora	spurca	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Marginal	1	1 original total sequences, but lost with a 3000bp filter cuttoff	Y	WV109A
Sample_84	KU_Acaulospora_0_kentinensis	84	FL709-10		FL709_10	Acaulospora	kentinensis	KU	Acaulospora	kentinensis	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Low read count	6		Y	FL709A
Sample_85	KU_Dentiscutata_0_erythropa	85	RI275-31		RI275_31	Dentiscutata	erythropa	KU	Dentiscutata	erythropa	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	1247		Y	RI275B
Sample_86	KU_Racocetra_0_persica	86	MA461A		MA461A	Racocetra	persica	KU	Racocetra	persica	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Low read count	15		N	
Sample_87	#N/A	87	305-7		305_7	Cetraspora	pellucida	KU	Cetraspora	pellucida	lab	KU	Pacbio_Sequel_II	KU-FGCZ	No	0		N	
Sample_88	KU_Funneliformis_0_monosporum	88	WY107		WY107	Funneliformis	monosporum	KU	Funneliformis	monosporus	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	999		Y	WY107
Sample_89	KU_Gigaspora_0_decipiens	89	AU102-9		AU102_9	Gigaspora	decipiens	KU	Gigaspora	decipiens	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Yes	633		Y	AU102 B-9/AU102B
Sample_90	KU_Funneliformis_0_mosseae	90	510-4A		510_4A	Funneliformis	mosseae	KU	Funneliformis	mosseae	lab	KU	Pacbio_Sequel_II	KU-FGCZ	Yes	999		N	
Sample_96	KU_Septoglomus_0_deserticola	96	HA201		HA201	Septoglomus	deserticola	KU	Septoglomus	deserticola	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	Low read count	46		Y	HA201-20-I
Sample_99	#N/A	99	BR947-12		BR947	Acaulospora	colombiana	KU	Acaulospora	colombiana	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	No	0		Y	BR947NB
Sample_110	#N/A	110	6-11 2		6_11	Claroideoglomus	candidum	KU	Entrophospora	candida	lab	KU	Pacbio_Sequel_II	KU-FGCZ	No	0	duplicate 	N	
Sample_111	#N/A	111	300		300	Claroideoglomus	candidum	KU	Entrophospora	candida	lab	KU	Pacbio_Sequel_II	KU-FGCZ	No	0		N	
Sample_117	KU_NA_0_NA	117	Field-DP16		Field_DP16	NA	NA	KU	NA	NA	liz	LIZ	Pacbio_Sequel_II	KU-FGCZ	Yes	586	field sample	N	
Sample_118	KU_NA_0_NA	118	Field-MB24		Field_MB24	NA	NA	KU	NA	NA	liz	LIZ	Pacbio_Sequel_II	KU-FGCZ	Yes	537	field sample	N	
Sample_120	#N/A	120	FL912N* (FL912B)	black morph	FL912N_B	Rhizophagus	dimorphicus	KU	Rhizophagus	dimorphicus	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	No	0		Y	FL912N
Sample_121	#N/A	121	FL912N* (FL912W)	white morph	FL912N_W	Rhizophagus	dimorphicus	KU	Rhizophagus	dimorphicus	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	No	0		Y	FL912N
Sample_122	#N/A	122	MG101B		MG101B	Acaulospora	koskei	KU	Acaulospora	koskei	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	No	0		N	
Sample_123	#N/A	123	NC104B		NC104B	Archaeospora	trappei	KU	Archaeospora	trappei	invam	INVAM	Pacbio_Sequel_II	KU-FGCZ	No	0		N	
