asv	sequencing_depth	species	samples	cultures	single_or_multiple_cultures	name
zuzana_RSII_ASV_38	20	Ambispora_leptoticha	z103	CR312	Single	Ambispora_leptoticha_CR312_zuzana_RSII_ASV_38
zuzana_RSII_ASV_39	19	Scutellospora_calospora	z109	BEG245	Single	Scutellospora_calospora_BEG245_zuzana_RSII_ASV_39
zuzana_RSII_ASV_40	18	Entrophospora_Luteum	z96	CR308	Single	Entrophospora_Luteum_CR308_zuzana_RSII_ASV_40
zuzana_RSII_ASV_41	17	Acaulospora_Laevis	z98	BEG26	Single	Acaulospora_Laevis_BEG26_zuzana_RSII_ASV_41
zuzana_RSII_ASV_42	17	Racocetra_gregaria	z39|z40	BEG243	Single	Racocetra_gregaria_BEG243_zuzana_RSII_ASV_42
zuzana_RSII_ASV_43	16	Gigaspora_rosea	z41|z33|z34	BR155B|KS885	Multi	Gigaspora_rosea_BR155B|KS885_zuzana_RSII_ASV_43
zuzana_RSII_ASV_44	16	Racocetra_gregaria	z39|z40	BEG243	Single	Racocetra_gregaria_BEG243_zuzana_RSII_ASV_44
zuzana_RSII_ASV_45	15	Dentiscutata_heterogama	z43|z38|z51	BR154	Single	Dentiscutata_heterogama_BR154_zuzana_RSII_ASV_45
zuzana_RSII_ASV_46	15	Dentiscutata_heterogama	z43|z38	BR154	Single	Dentiscutata_heterogama_BR154_zuzana_RSII_ASV_46
zuzana_RSII_ASV_47	15	Funneliformis_mosseae	z54|z48	BEG12	Single	Funneliformis_mosseae_BEG12_zuzana_RSII_ASV_47
zuzana_RSII_ASV_48	14	Dentiscutata_heterogama	z35	IL203A	Single	Dentiscutata_heterogama_IL203A_zuzana_RSII_ASV_48
zuzana_RSII_ASV_49	14	Racocetra_gregaria	z39|z40	BEG243	Single	Racocetra_gregaria_BEG243_zuzana_RSII_ASV_49
zuzana_RSII_ASV_50	13	Ambispora_gerdemannii	z61	ON205A	Single	Ambispora_gerdemannii_ON205A_zuzana_RSII_ASV_50
zuzana_RSII_ASV_51	13	Ambispora_gerdemannii	z61	ON205A	Single	Ambispora_gerdemannii_ON205A_zuzana_RSII_ASV_51
zuzana_RSII_ASV_52	13	Paraglomus_brasilianum	z142	BEG239	Single	Paraglomus_brasilianum_BEG239_zuzana_RSII_ASV_52
zuzana_RSII_ASV_53	13	Scutellospora_calospora	z109	BEG245	Single	Scutellospora_calospora_BEG245_zuzana_RSII_ASV_53
zuzana_RSII_ASV_54	12	Acaulospora_koskei	z44	WV685	Single	Acaulospora_koskei_WV685_zuzana_RSII_ASV_54
zuzana_RSII_ASV_55	12	Acaulospora_morrowiae	z50	BR983A	Single	Acaulospora_morrowiae_BR983A_zuzana_RSII_ASV_55
zuzana_RSII_ASV_56	12	Diversispora_epigaea	z46|z58	KS210|KS212	Multi	Diversispora_epigaea_KS210|KS212_zuzana_RSII_ASV_56
zuzana_RSII_ASV_57	12	Funneliformis_mosseae	z59	BEG12	Single	Funneliformis_mosseae_BEG12_zuzana_RSII_ASV_57
zuzana_RSII_ASV_58	11	Funneliformis_mosseae	z59	BEG12	Single	Funneliformis_mosseae_BEG12_zuzana_RSII_ASV_58
zuzana_RSII_ASV_59	10	Entrophospora_etunicatum	z137	BEG247	Single	Entrophospora_etunicatum_BEG247_zuzana_RSII_ASV_59
zuzana_RSII_ASV_60	10	Dentiscutata_heterogama	z43|z51	BR154	Single	Dentiscutata_heterogama_BR154_zuzana_RSII_ASV_60
zuzana_RSII_ASV_61	10	Racocetra_gregaria	z39|z40	BEG243	Single	Racocetra_gregaria_BEG243_zuzana_RSII_ASV_61
zuzana_RSII_ASV_62	9	Ambispora_leptoticha	z104	CR312	Single	Ambispora_leptoticha_CR312_zuzana_RSII_ASV_62
zuzana_RSII_ASV_63	9	Dentiscutata_heterogama	z35|z47	IL203A	Single	Dentiscutata_heterogama_IL203A_zuzana_RSII_ASV_63
zuzana_RSII_ASV_64	9	Diversispora_spurca	z134|z144	W6227	Single	Diversispora_spurca_W6227_zuzana_RSII_ASV_64
zuzana_RSII_ASV_65	9	Funneliformis_mosseae	z54	BEG12	Single	Funneliformis_mosseae_BEG12_zuzana_RSII_ASV_65
zuzana_RSII_ASV_66	8	Acaulospora_koskei	z52	WV685	Single	Acaulospora_koskei_WV685_zuzana_RSII_ASV_66
zuzana_RSII_ASV_67	8	Dentiscutata_heterogama	z36	IL203A	Single	Dentiscutata_heterogama_IL203A_zuzana_RSII_ASV_67
zuzana_RSII_ASV_68	7	Ambispora_leptoticha	z104	CR312	Single	Ambispora_leptoticha_CR312_zuzana_RSII_ASV_68
zuzana_RSII_ASV_69	7	Ambispora_leptoticha	z104	CR312	Single	Ambispora_leptoticha_CR312_zuzana_RSII_ASV_69
zuzana_RSII_ASV_70	7	Acaulospora_laevis	z130	BEG13	Single	Acaulospora_laevis_BEG13_zuzana_RSII_ASV_70
zuzana_RSII_ASV_71	7	Acaulospora_Laevis	z102	BEG26	Single	Acaulospora_Laevis_BEG26_zuzana_RSII_ASV_71
zuzana_RSII_ASV_72	7	Acaulospora_morrowiae	z57	BR983A	Single	Acaulospora_morrowiae_BR983A_zuzana_RSII_ASV_72
zuzana_RSII_ASV_73	7	Dentiscutata_heterogama	z35|z47	IL203A	Single	Dentiscutata_heterogama_IL203A_zuzana_RSII_ASV_73
zuzana_RSII_ASV_74	7	Septoglomus_deserticola	z119	NC302A	Single	Septoglomus_deserticola_NC302A_zuzana_RSII_ASV_74
zuzana_RSII_ASV_75	6	Ambispora_leptoticha	z104	CR312	Single	Ambispora_leptoticha_CR312_zuzana_RSII_ASV_75
zuzana_RSII_ASV_76	6	Acaulospora_Laevis	z117	BEG242	Single	Acaulospora_Laevis_BEG242_zuzana_RSII_ASV_76
zuzana_RSII_ASV_77	6	Acaulospora_morrowiae	z57	BR983A	Single	Acaulospora_morrowiae_BR983A_zuzana_RSII_ASV_77
zuzana_RSII_ASV_78	6	Entrophospora_claroideum	z148	BEG23	Single	Entrophospora_claroideum_BEG23_zuzana_RSII_ASV_78
zuzana_RSII_ASV_79	6	Paraglomus_occultum	z135|z131	CU126	Single	Paraglomus_occultum_CU126_zuzana_RSII_ASV_79
zuzana_RSII_ASV_80	6	Racocetra_gregaria	z49	BEG243	Single	Racocetra_gregaria_BEG243_zuzana_RSII_ASV_80
zuzana_RSII_ASV_81	5	Dentiscutata_heterogama	z38	BR154	Single	Dentiscutata_heterogama_BR154_zuzana_RSII_ASV_81
zuzana_RSII_ASV_82	5	Gigaspora_rosea	z45	KS885	Single	Gigaspora_rosea_KS885_zuzana_RSII_ASV_82
zuzana_RSII_ASV_83	5	Racocetra_gregaria	z40	BEG243	Single	Racocetra_gregaria_BEG243_zuzana_RSII_ASV_83
zuzana_RSII_ASV_84	5	Rhizophagus_irregularis	z140	PH5	Single	Rhizophagus_irregularis_PH5_zuzana_RSII_ASV_84
zuzana_RSII_ASV_85	5	Scutellospora_calospora	z112	AU212B	Single	Scutellospora_calospora_AU212B_zuzana_RSII_ASV_85
zuzana_RSII_ASV_86	4	Septoglomus_deserticola	z116	NC302A	Single	Septoglomus_deserticola_NC302A_zuzana_RSII_ASV_86
zuzana_RSII_ASV_87	4	Acaulospora_koskei	z56	WV685	Single	Acaulospora_koskei_WV685_zuzana_RSII_ASV_87
zuzana_RSII_ASV_88	4	Acaulospora_laevis	z146|z133	BEG13	Single	Acaulospora_laevis_BEG13_zuzana_RSII_ASV_88
zuzana_RSII_ASV_89	4	Acaulospora_morrowiae	z57	BR983A	Single	Acaulospora_morrowiae_BR983A_zuzana_RSII_ASV_89
zuzana_RSII_ASV_90	4	Acaulospora_morrowiae	z57	BR983A	Single	Acaulospora_morrowiae_BR983A_zuzana_RSII_ASV_90
zuzana_RSII_ASV_91	4	Funneliformis_mosseae	z54	BEG12	Single	Funneliformis_mosseae_BEG12_zuzana_RSII_ASV_91
zuzana_RSII_ASV_92	4	Paraglomus_occultum	z132	CU126	Single	Paraglomus_occultum_CU126_zuzana_RSII_ASV_92
zuzana_RSII_ASV_93	3	Acaulospora_koskei	z44	WV685	Single	Acaulospora_koskei_WV685_zuzana_RSII_ASV_93
zuzana_RSII_ASV_94	3	Entrophospora_Etunicatum	z113	IN101	Single	Entrophospora_Etunicatum_IN101_zuzana_RSII_ASV_94
zuzana_RSII_ASV_95	3	Gigaspora_rosea	z149|z147	BEG9	Single	Gigaspora_rosea_BEG9_zuzana_RSII_ASV_95
zuzana_RSII_ASV_96	3	Paraglomus_Brasilianum	z94	FL710	Single	Paraglomus_Brasilianum_FL710_zuzana_RSII_ASV_96
zuzana_RSII_ASV_97	3	Saccharomyces_cerrevisiae	z25	Yeast	Single	Saccharomyces_cerrevisiae_Yeast_zuzana_RSII_ASV_97
zuzana_RSII_ASV_98	2	Acaulospora_laevis	z130	BEG13	Single	Acaulospora_laevis_BEG13_zuzana_RSII_ASV_98
zuzana_RSII_ASV_99	2	Acaulospora_Laevis	z98	BEG26	Single	Acaulospora_Laevis_BEG26_zuzana_RSII_ASV_99
zuzana_RSII_ASV_100	2	Ambispora_fennica	z143	Att555_36	Single	Ambispora_fennica_Att555_36_zuzana_RSII_ASV_100
zuzana_RSII_ASV_101	2	Ambispora_gerdemannii	z150	MT106	Single	Ambispora_gerdemannii_MT106_zuzana_RSII_ASV_101
zuzana_RSII_ASV_102	2	Dentiscutata_heterogama	z136	BEG35	Single	Dentiscutata_heterogama_BEG35_zuzana_RSII_ASV_102
zuzana_RSII_ASV_103	2	Dentiscutata_heterogama	z141	BEG35	Single	Dentiscutata_heterogama_BEG35_zuzana_RSII_ASV_103
zuzana_RSII_ASV_104	2	Diversispora_spurca	z128	W6227	Single	Diversispora_spurca_W6227_zuzana_RSII_ASV_104
zuzana_RSII_ASV_105	1	Ambispora_gerdemannii	z145	MT106	Single	Ambispora_gerdemannii_MT106_zuzana_RSII_ASV_105
zuzana_RSII_ASV_106	1	Entrophospora_Etunicatum	z121	IN101	Single	Entrophospora_Etunicatum_IN101_zuzana_RSII_ASV_106
zuzana_RSII_ASV_107	1	Scutellospora_calospora	z110	AU212B	Single	Scutellospora_calospora_AU212B_zuzana_RSII_ASV_107
